Number,Ticker,Current Close,Technical Indicator,Note
2,FWDB,25.32,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.08% - moving average convergence divergence  -- stock is down -1% the last 3 months
1,FWP,29.21,,Relative Stregnth Index:  87 -  Stochastic Oscillator:  94 -- stock is down -6% the last week
2,FWP,29.21,Simple Average,50 / 200 day cross within 0.30% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -6% the last week
1,FXB,121.78,,Relative Stregnth Index:  59 -  Stochastic Oscillator:  99 -- stock is down -1% for the day
2,FXB,121.78,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.45% - moving average convergence divergence  -- stock is down -1% for the day
1,FXG,45.38,,Relative Stregnth Index:  43 -  Stochastic Oscillator:  14 -- stock is down -1% for the day
2,FXG,45.38,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% for the day
1,FXU,26.85,,Relative Stregnth Index:  53 -  Stochastic Oscillator:  43 -- stock is down 0% for the day
2,FXU,26.85,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down 0% for the day
1,FYT,34.45,,Relative Stregnth Index:  47 -  Stochastic Oscillator:  9 -- stock is down -1% for the day
2,FYT,34.45,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.26% - moving average convergence divergence  -- stock is down -1% for the day
1,GAL,33.58,Simple Average,50 / 200 day cross within 0.18% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% for the day
2,GAL,33.58,,Relative Stregnth Index:  54 -  Stochastic Oscillator:  77 -- stock is down -1% for the day
1,GAZ,0.53,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -9% for the day
2,GAZ,0.53,,Relative Stregnth Index:  44 -  Stochastic Oscillator:  13 -- stock is down -9% for the day
1,GBB,33.16,,Relative Stregnth Index:  57 -  Stochastic Oscillator:  83 -- stock is down 0% for the day
2,GBB,33.16,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.74% - moving average convergence divergence  -- stock is down 0% for the day
1,GBDC,18.73,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% for the day
2,GBDC,18.73,,Relative Stregnth Index:  56 -  Stochastic Oscillator:  78 -- stock is down -1% for the day
1,GCC,19.70,,Relative Stregnth Index:  52 -  Stochastic Oscillator:  93 -- stock is down -2% the last 3 months
2,GCC,19.70,Simple Average,50 / 200 day cross within 0.97% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -2% the last 3 months
1,GDDY,36.08,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.06% - moving average convergence divergence  -- stock is down -2% the last 3 months
2,GDDY,36.08,,Relative Stregnth Index:  58 -  Stochastic Oscillator:  34 -- stock is down -2% the last 3 months
1,GDEN,10.93,,Relative Stregnth Index:  38 -  Stochastic Oscillator:  2 -- stock is down -6% the last 3 months
2,GDEN,10.93,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -6% the last 3 months
1,GDL,9.91,,Relative Stregnth Index:  57 -  Stochastic Oscillator:  80 -- stock is down 0% for the day
2,GDL,9.91,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down 0% for the day
1,GEL,36.03,Simple Average,50 / 200 day cross within 0.29% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -5% for the day
2,GEL,36.03,,Relative Stregnth Index:  44 -  Stochastic Oscillator:  27 -- stock is down -5% for the day
1,GEX,52.55,,Relative Stregnth Index:  58 -  Stochastic Oscillator:  77 -- stock is down -1% for the day
2,GEX,52.55,Simple Average,50 / 200 day cross within 0.94% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% for the day
1,GGN,5.37,,Relative Stregnth Index:  50 -  Stochastic Oscillator:  90 -- stock is down -2% the last week
2,GGN,5.37,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% the last week
1,GGZ,10.85,,Relative Stregnth Index:  69 -  Stochastic Oscillator:  47 -- stock is down -1% the last month
2,GGZ,10.85,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% the last month
1,GHL,29.55,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.54% - moving average convergence divergence  -- stock is down -2% the last month
2,GHL,29.55,,Relative Stregnth Index:  66 -  Stochastic Oscillator:  47 -- stock is down -2% the last month
1,GHS,26.88,,Relative Stregnth Index:  77 -  Stochastic Oscillator:  99 -- stock is down -3% the last month
2,GHS,26.88,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.19% - moving average convergence divergence  -- stock is down -3% the last month
1,GIG,2.58,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.77% - moving average convergence divergence  -- stock is down -4% the last week
2,GIG,2.58,,Relative Stregnth Index:  67 -  Stochastic Oscillator:  69 -- stock is down -4% the last week
1,GIM,6.61,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% for the day
2,GIM,6.61,,Relative Stregnth Index:  63 -  Stochastic Oscillator:  41 -- stock is down -1% for the day
1,GIS,62.60,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  76 -- stock is down 0% for the day
2,GIS,62.60,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.19% - moving average convergence divergence  -- stock is down 0% for the day
1,GLOB,33.86,,Relative Stregnth Index:  60 -  Stochastic Oscillator:  71 -- stock is down -4% for the day
2,GLOB,33.86,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.32% - moving average convergence divergence  -- stock is down -4% for the day
1,GLOW,0.33,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -6% the last 3 months
2,GLOW,0.33,,Relative Stregnth Index:  71 -  Stochastic Oscillator:  43 -- stock is down -6% the last 3 months
1,GLRI,0.06,,Relative Stregnth Index:  50 -  Stochastic Oscillator:  0 -- stock is down -14% the last month
2,GLRI,0.06,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down -14% the last month
1,GLV,12.49,,Relative Stregnth Index:  71 -  Stochastic Oscillator:  74 -- stock is down 0% for the day
2,GLV,12.49,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down 0% for the day
1,GNBC,17.00,,Relative Stregnth Index:  70 -  Stochastic Oscillator:  33 -- stock is down -1% the last month
2,GNBC,17.00,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% the last month
1,GNE,5.68,,Relative Stregnth Index:  43 -  Stochastic Oscillator:  42 -- stock is down -3% the last week
2,GNE,5.68,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -3% the last week
1,GNMA,49.72,,Relative Stregnth Index:  51 -  Stochastic Oscillator:  57 -- stock is down -2% the last 3 months
2,GNMA,49.72,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.08% - moving average convergence divergence  -- stock is down -2% the last 3 months
1,GNRC,39.88,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 1.00% -- stock is down -1% for the day
2,GNRC,39.88,,Relative Stregnth Index:  47 -  Stochastic Oscillator:  25 -- stock is down -1% for the day
1,GPC,97.08,Simple Average,50 / 200 day cross within 0.17% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down 0% for the day
2,GPC,97.08,,Relative Stregnth Index:  54 -  Stochastic Oscillator:  31 -- stock is down 0% for the day
1,GRC,32.00,,Relative Stregnth Index:  61 -  Stochastic Oscillator:  38 -- stock is down -2% the last month
2,GRC,32.00,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.83% - moving average convergence divergence  -- stock is down -2% the last month
1,GRF,7.26,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -10% the last 3 months
2,GRF,7.26,,Relative Stregnth Index:  48 -  Stochastic Oscillator:  40 -- stock is down -10% the last 3 months
1,GRFS,16.87,Simple Average,50 / 200 day cross within 0.06% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% for the day
2,GRFS,16.87,,Relative Stregnth Index:  46 -  Stochastic Oscillator:  80 -- stock is down -1% for the day
1,GRIF,31.06,,Relative Stregnth Index:  50 -  Stochastic Oscillator:  84 -- stock is down -2% for the day
2,GRIF,31.06,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.13% - moving average convergence divergence  -- stock is down -2% for the day
1,GRPN,3.40,,Relative Stregnth Index:  32 -  Stochastic Oscillator:  21 -- stock is down -35% the last 3 months
2,GRPN,3.40,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -35% the last 3 months
1,GSL,1.60,,Relative Stregnth Index:  46 -  Stochastic Oscillator:  55 -- stock is down -6% for the day
2,GSL,1.60,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -6% for the day
1,GSY,50.19,,Relative Stregnth Index:  83 -  Stochastic Oscillator:  100 -- stock is down 0% the last 3 months
2,GSY,50.19,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.00% - moving average convergence divergence  -- stock is down 0% the last 3 months
1,GTN-A,11.15,,Relative Stregnth Index:  58 -  Stochastic Oscillator:  64 -- stock is down -1% the last month
2,GTN-A,11.15,Simple Average,50 / 200 day cross within 0.89% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% the last month
1,GUID,7.27,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.14% - moving average convergence divergence  -- stock is down -2% the last month
2,GUID,7.27,,Relative Stregnth Index:  54 -  Stochastic Oscillator:  15 -- stock is down -2% the last month
1,GURE,2.15,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.45% - moving average convergence divergence  -- stock is down -3% for the day
2,GURE,2.15,,Relative Stregnth Index:  57 -  Stochastic Oscillator:  49 -- stock is down -3% for the day
1,GWRE,52.42,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.87% - moving average convergence divergence  -- stock is down -9% the last 3 months
2,GWRE,52.42,,Relative Stregnth Index:  57 -  Stochastic Oscillator:  71 -- stock is down -9% the last 3 months
1,GWX,30.04,Simple Average,50 / 200 day cross within 0.87% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -2% the last 3 months
2,GWX,30.04,,Relative Stregnth Index:  59 -  Stochastic Oscillator:  95 -- stock is down -2% the last 3 months
1,GXG,9.44,,Relative Stregnth Index:  43 -  Stochastic Oscillator:  54 -- stock is down -2% the last month
2,GXG,9.44,Simple Average,50 / 200 day cross within 0.88% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -2% the last month
1,GYLD,19.02,,Relative Stregnth Index:  58 -  Stochastic Oscillator:  40 -- stock is down -1% for the day
2,GYLD,19.02,Simple Average,50 / 200 day cross within 0.27% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -1% for the day
1,GZT,9.34,,Relative Stregnth Index:  59 -  Stochastic Oscillator:  63 -- stock is down -3% the last 3 months
2,GZT,9.34,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross within 0.23% of 10 day SMA; 10 day pointing up - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -3% the last 3 months
1,HAO,23.41,,Relative Stregnth Index:  75 -  Stochastic Oscillator:  100 -- stock is down -5% the last 3 months
2,HAO,23.41,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.09% - moving average convergence divergence  -- stock is down -5% the last 3 months
1,HAR,111.10,,Relative Stregnth Index:  69 -  Stochastic Oscillator:  41 -- stock is down 0% for the day
2,HAR,111.10,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down 0% for the day
1,HBI,23.33,,Relative Stregnth Index:  59 -  Stochastic Oscillator:  67 -- stock is down -4% the last 3 months
2,HBI,23.33,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross within 0.93% - moving average convergence divergence  -- stock is down -4% the last 3 months
1,HBIO,2.90,,Relative Stregnth Index:  52 -  Stochastic Oscillator:  56 -- stock is down -2% for the day
2,HBIO,2.90,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross within 0.25% of 10 day SMA; 10 day pointing up - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -2% for the day
1,HEWC,25.06,Simple Average,50 / 200 day cross within 0.33% - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence  -- stock is down -2% for the day
2,HEWC,25.06,,Relative Stregnth Index:  52 -  Stochastic Oscillator:  94 -- stock is down -2% for the day
1,HEWJ,28.13,,Relative Stregnth Index:  44 -  Stochastic Oscillator:  22 -- stock is down -2% for the day
2,HEWJ,28.13,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -2% for the day
1,HEWP,20.38,,Relative Stregnth Index:  44 -  Stochastic Oscillator:  18 -- stock is down -1% for the day
2,HEWP,20.38,Simple Average,50 / 200 day cross  - 5 / 10 / 20 day triple cross  - 13 / 48 day cross  - moving average convergence divergence within 0.00% -- stock is down -1% for the day
